"","BTM:activated.dendritic.cells..M67.","BTM:B.cell.surface.signature..S2.","BTM:blood.coagulation..M11.1.","BTM:CCR1..7.and.cell.signaling..M59.","BTM:CD4.T.cell.surface.signature.Th2.stimulated..S7.","BTM:cell.adhesion..M51.","BTM:cell.cycle..mitotic.phase..M230.","BTM:cell.cycle.and.growth.arrest..M31.","BTM:cell.junction..GO...M4.13.","BTM:chemokine.cluster..II...M27.1.","BTM:chemokines.and.receptors..M38.","BTM:collagen..TGFB.family.et.al..M77.","BTM:combine( cell.movement..Adhesion...Platelet.activation..M30. cytoskeletal.remodeling..enriched.for.SRF.targets...M34. cytoskeleton.actin..SRF.transcription.targets...M145.0. cytoskeleton.actin..SRF.transcription.targets...M145.1. enriched.in.extracellular.matrix...associated.proteins..M202. )","BTM:combine( chaperonin.mediated.protein.folding..I...M204.0. chaperonin.mediated.protein.folding..II...M204.1. )","BTM:combine( combine( regulation.of.signal.transduction..M3. enriched.in.monocytes..II...M11.0. cell.cycle.and.transcription..M4.0. immune.activation...generic.cluster..M37.0. ) combine( myeloid.cell.enriched.receptors.and.transporters..M4.3. formyl.peptide.receptor.mediated.neutrophil.response..M11.2. Resting.dendritic.cell.surface.signature..S10. ) )","BTM:combine( cytoskeletal.remodeling..M32.8. TBA..M192. )","BTM:combine( enriched.in.T.cells..I...M7.0. T.cell.activation..I...M7.1. )","BTM:combine( extracellular.matrix..I...M2.0. extracellular.matrix..III...M2.2. )","BTM:combine( golgi.membrane..I...M113. enriched.in.monocytes..surface...M118.1. )","BTM:combine( innate.activation.by.cytosolic.D..sensing..M13. chemokines.and.inflammatory.molecules.in.myeloid.cells..M86.0. )","BTM:combine( RIG.1.like.receptor.signaling..M68. viral.sensing...immunity..IRF2.targets.network..II...M111.1. type.I.interferon.response..M127. innate.antiviral.response..M150. Activated..LPS..dendritic.cell.surface.signature..S11. antiviral.IFN.signature..M75. TBA..M131. enriched.in.activated.dendritic.cells..II...M165. )","BTM:combine( T...B.cell.development..activation..M62.0. T.cell.surface.signature..S0. )","BTM:combine( T.cell.activation..III...M7.4. T.cell.differentiation.via.ITK.and.PKC..M18. )","BTM:combine( TBA..M137. TBA..M180. )","BTM:DC.surface.signature..S5.","BTM:double.positive.thymocytes..M126.","BTM:E2F.transcription.factor.network..M8.","BTM:endoplasmic.reticulum..M37.2.","BTM:enriched.for.promoter.motif..TCACGTGAY..putative.SREBF1.targets...M178.","BTM:enriched.for.TF.motif.PAX3..M179.","BTM:enriched.in.activated.dendritic.cells.monocytes..M64.","BTM:enriched.in.D..interacting.proteins..M182.","BTM:enriched.in.dendritic.cells..M168.","BTM:enriched.in.monocytes..III...M73.","BTM:enriched.in.monocytes..IV...M118.0.","BTM:enriched.in.myeloid.cells.and.monocytes..M81.","BTM:extracellular.matrix..collagen..M210.","BTM:extracellular.matrix..II...M2.1.","BTM:G.protein.mediated.calcium.signaling..M159.","BTM:golgi.membrane..II...M237.","BTM:growth.factor.induced..enriched.in.nuclear.receptor.subfamily.4..M94.","BTM:IL2..IL7..TCR.network..M65.","BTM:immuregulation...monocytes..T.and.B.cells..M57.","BTM:inositol.phosphate.metabolism..M129.","BTM:integrin.mediated.leukocyte.migration..M39.","BTM:integrins.and.cell.adhesion..M84.","BTM:leukocyte.activation.and.migration..M45.","BTM:lipid.metabolism..endoplasmic.reticulum..M92.","BTM:lysosome..M209.","BTM:Membrane..ER.proteins..M134.","BTM:Memory.B.cell.surface.signature..S9.","BTM:MHC.TLR7.TLR8.cluster..M146.","BTM:mitosis..TF.motif.CCAATNNSNNNGCG...M169.","BTM:mitotic.cell.cycle.in.stimulated.CD4.T.cells..M4.9.","BTM:myeloid..dendritic.cell.activation.via.NFkB..I...M43.0.","BTM:Naive.B.cell.surface.signature..S8.","BTM:phosphatidylinositol.signaling.system..M101.","BTM:platelet.activation...actin.binding..M196.","BTM:platelet.activation..I...M32.0.","BTM:purine.nucleotide.biosynthesis..M212.","BTM:putative.targets.of.PAX3..M89.0.","BTM:RA..WNT..CSF.receptors.network..monocyte...M23.","BTM:regulation.of.localization..GO...M63.","BTM:suppression.of.MAPK.signaling..M56.","BTM:T.cell.differentiation..M14.","BTM:T.cell.differentiation..Th2...M19.","BTM:T.cell.surface..activation..M36.","BTM:TBA..M102.","BTM:TBA..M105.","BTM:TBA..M121.","BTM:TBA..M148.","BTM:TBA..M161.","BTM:TBA..M174.","BTM:TBA..M185.","BTM:TBA..M186.","BTM:TBA..M198.","BTM:TBA..M205.","BTM:TBA..M208.","BTM:TBA..M211.","BTM:TBA..M241.","BTM:TBA..M242.","BTM:TBA..M243.","BTM:TBA..M248.","BTM:TBA..M249.","BTM:TBA..M66.","BTM:TBA..M79.","BTM:TBA..source..B.cells...M217.","BTM:TBA..source..memory.B.cells...M152.2.","BTM:TLR8.BAFF.network..M25.","BTM:transcription.regulation.in.cell.development..M49.","BTM:translation.initiation.factor.3.complex..M245.","BTM:transmembrane.transport..I...M87.","BTM:transmembrane.transport..II...M191.","Calcemia","Creatina.Chinasi..CK.","GOT.AST.","IL.6","lung_pos_cells","Proteine.Totali","seg10BTVPCRcopiesper1ml_new"
"SMI6-130",0.000782482312603028,4.41424118837741e-05,7.80621362346245e-05,1.74167236823841e-05,6.96645532727302e-05,1.48039282574786e-05,0.000106581809035555,1.69809934125187e-05,9.63675509606521e-05,0.000143265175050589,6.56834618897317e-05,0.000119114319618419,3.2389364364116e-05,0.000102087234556292,5.72680083472665e-05,2.88898927331971e-05,8.29531229964431e-05,3.83147829976505e-05,6.20731221510074e-05,0.000100980104430493,0.000193980988156595,3.64389181246594e-05,9.9009913210768e-05,0.000157674681456887,5.88767424367642e-05,5.22462586869388e-05,1.77646637815609e-05,2.22058722099128e-05,3.8813842158536e-05,0.000143680636500498,6.7170121890614e-05,4.76053234459428e-05,1.20576742748124e-05,3.91881009242923e-06,0.000191392885058095,2.64311417617069e-05,5.7468194429644e-05,8.6205624892699e-05,0.000108966532299748,4.17979677156399e-05,4.18004280389184e-06,0.000144175722853745,8.65835700309958e-05,9.56498740982692e-05,4.44101766539085e-05,0.000211945816248171,0.000108415922139837,1.30624870220419e-05,4.47862575869706e-06,1.67190530713235e-05,4.77691527942525e-05,1.85778590866548e-05,0.000104497045948504,3.77803922564368e-05,3.13494547476978e-05,2.1422267971305e-05,0.000237690581465833,1.85775678933631e-05,5.85152342733597e-05,8.0464017503834e-05,3.48336778976943e-06,1.56749366571063e-05,3.34391937402145e-05,6.270070758152e-06,2.0900017460912e-05,7.31446920236856e-05,0.000181827363679776,5.57295353635912e-05,2.29899820762824e-05,0.000620617399870182,6.36473875981203e-05,8.53331663559498e-05,0.00019745495142609,7.57615876822992e-05,0.000125384782232896,5.35537733150626e-05,0.000149425781035939,2.26418254165583e-05,0.000151472662536234,7.83741509942093e-05,0.000275464010584203,4.93992403169941e-05,2.2641024643999e-05,5.74744174006714e-05,0.000145242456127459,5.22506988542837e-06,5.22505623479219e-06,1.39335075612923e-05,5.07548668051694e-05,6.84619767925554e-05,0.000808899372417127,1.74167145827742e-05,7.88472343993263e-05,8.7,131,74,242.99,0.182042825,6.2,36420000
"SMI8-295",0.000791137997108171,5.01111079960204e-05,0.000108191079332798,2.81291499468761e-05,5.15693201392775e-05,1.89867772946162e-05,0.000147655753304887,1.89871214675286e-05,0.000202501818022283,0.000159073481250438,0.000169949340635078,0.000166204280156457,1.54705808923516e-05,0.000106454760070429,0.00010304377817838,3.42489300408921e-05,0.000153629291597124,6.60937146970131e-05,0.000115631402779925,0.000317545866367119,0.000366773775009044,4.9544356011344e-05,0.000150246838742207,0.000195568854021833,4.12298292877811e-05,7.73435878143047e-05,1.01264697662806e-05,3.90286285307795e-05,3.01383747025596e-05,0.000157160777457976,0.000266241073243911,6.18834668570933e-05,5.97151222290204e-05,9.49367589409e-06,0.000208275532585622,5.80735926762888e-05,2.53156101104324e-05,9.96741188208361e-05,7.23225613505907e-05,3.26287177527806e-05,6.75106339831366e-06,0.000265393301352557,8.92046936891155e-05,0.000120722391967032,4.85225058173278e-05,0.00026877631643818,0.000164540383103207,4.85214911181142e-05,1.32608494625153e-05,1.3501695269369e-05,2.8931059239401e-05,3.09422477113852e-05,0.000113316468205893,4.6737208714509e-05,5.06281290169053e-05,2.61595724289077e-05,0.000271386731541812,1.0313978829668e-05,7.38277716141322e-05,0.000102106241266275,1.40647668445126e-06,2.10966191531714e-05,4.97864488391286e-05,3.12225744791839e-05,2.78479656161679e-05,0.000109031534477833,0.000253139426676707,6.75027760408398e-05,0.000110542048093132,0.000527663108079057,7.67132413501681e-05,0.000116015194445485,0.00026151997049717,0.000113915955724853,9.49262359484226e-05,6.64509662740009e-05,0.000183105811291773,3.9380017949231e-05,0.000135828378820868,5.90709466659067e-05,0.00032293688865348,4.06594591053633e-05,2.39089484752597e-05,5.90704837966083e-05,8.86041896503986e-05,9.49366699209975e-06,4.21943598793995e-06,5.62591860697736e-06,7.83588639778898e-05,9.8343585651417e-05,0.000482064317305131,3.16440379932725e-05,7.67143544622151e-05,9,171,78,548.86,0.016942225,7.1,0
"SMI6-135",0.0016745013401418,5.13093086917937e-05,8.43546550013397e-05,1.24167640318529e-05,6.31150189402963e-05,2.25050240811875e-05,0.000140608351466565,3.14297625509941e-05,0.000164504028542067,0.000123695505495958,0.000125043487475773,0.00012011765116049,2.54526643077568e-05,0.000105300453954404,6.73475326944395e-05,3.77947415486357e-05,9.26846656850167e-05,7.9143191964226e-05,0.000164212192859781,0.00025998786457837,0.000384725094478844,3.53380101227874e-05,0.000108628791280152,0.000177756466189338,6.93847431580963e-05,5.74231592880281e-05,1.11749549465134e-05,3.20111459140016e-05,4.39003667211946e-05,0.000123383814639499,0.000118385937228238,3.41461047028702e-05,1.86249887308421e-05,9.31260193093308e-06,0.000281189405196391,4.32732796609159e-05,2.21167162033353e-05,7.97310604192525e-05,8.64606689299219e-05,4.53197311411913e-05,1.11750156477353e-05,0.000173787104601697,0.000131693753010476,0.00013751247051319,3.60846544416038e-05,0.000190200197185408,7.91549431466976e-05,2.09531375419125e-05,9.31259728509382e-06,2.97981080883414e-05,3.85799673454645e-05,1.96600692359272e-05,9.97748913869057e-05,2.93701370759347e-05,4.6558995648871e-05,2.18845033195247e-05,0.000269235900116405,1.03472613373068e-05,5.68015431856583e-05,8.28779427852755e-05,3.10423075600141e-06,1.51329883006923e-05,5.12169467015156e-05,1.117505901016e-05,2.32816099821065e-05,5.94511164258016e-05,0.000154582160603489,0.000107079101629992,3.07308607780943e-05,0.0012902731742801,7.87312506542737e-05,0.00013500383559828,0.000195978404232466,6.44110553769117e-05,8.3803955351236e-05,7.56541066071481e-05,0.000189025093914941,4.96666370004561e-05,0.000147084084777926,0.00011174914208345,0.000432449101958055,4.06364357841138e-05,3.2592692207345e-05,8.3810978454002e-05,0.000112677150161389,1.62970804804541e-05,2.32817216372361e-06,3.10423075600141e-06,5.32136576738562e-05,8.73356232187206e-05,0.000445141679150662,2.79370145106483e-05,7.61909724462662e-05,9,96,67,348.3,0.082,5.6,4.048e+09
"SMI6-134",0.00140731316156728,5.34403173004794e-05,8.28842607718538e-05,2.88029993578132e-05,5.16954965266159e-05,4.43094142978939e-05,0.000109001106012974,2.82486883913524e-05,0.000109296251819213,0.000112031268963309,0.000112041363582893,0.000107663941404379,3.14574300217529e-05,0.000120660519027815,5.34104470137908e-05,4.14402739243869e-05,8.82097451524455e-05,5.98139791510022e-05,7.66114088122105e-05,0.000231754820028574,0.000421487338371662,3.40837618975076e-05,8.79748458153529e-05,0.000156485786859895,5.677173973484e-05,5.31694245278214e-05,5.31755437727099e-06,2.99085079549233e-05,5.31735848894321e-05,0.000122963496427264,0.000132916916433024,4.28355832040594e-05,2.14745894548951e-05,8.30867457235485e-06,0.00015872128044836,3.51873159116778e-05,8.6390088624988e-05,9.05547116460959e-05,8.92521111115485e-05,4.34235899997581e-05,7.9763333331595e-06,0.000152408102704671,0.000136727669404202,9.40710583150484e-05,3.65575534777562e-05,0.000168992417863612,8.47452343550881e-05,6.64692529883659e-06,5.69732396771272e-06,2.39274414570723e-05,3.79810815027692e-05,3.24959101625222e-05,8.8305984182524e-05,1.94294282038765e-05,3.32329919463525e-05,2.12698570078995e-05,0.000241458652541215,1.92015736064644e-05,5.9150216938475e-05,9.30483061631904e-05,6.64694002616706e-06,2.32636586914303e-05,2.92457945045843e-05,1.0634995653902e-05,1.59524828786672e-05,3.78336786839295e-05,0.00014888181881334,8.19683898036772e-05,1.46231791089413e-05,0.00105504860072103,6.16325709865695e-05,9.5262034961463e-05,0.000165479184806916,0.000100804968840462,0.000112986466423326,5.98179765107787e-05,0.000135586493440476,2.21565011178093e-05,0.000127584171939255,0.000106349656255889,0.000303290609543039,4.47154781069159e-05,3.54483343061318e-05,5.31745188081523e-05,0.000167489518869912,4.9852008774387e-06,0,1.77251734039263e-05,4.93753616059855e-05,6.46309087877217e-05,0.00060649969198634,1.88328562256146e-05,5.43830233190601e-05,8.8,63,64,328.16,0.101,5.9,474800000
"SMI6-128",0.00175860730546495,5.49673504788295e-05,7.05680916088802e-05,9.80220522261988e-06,3.39801714213106e-05,2.05841516434102e-05,0.000127020265884514,2.35246203861283e-05,8.2334199169809e-05,0.000120954934326845,7.05723419349713e-05,8.35058700092706e-05,1.64669507913828e-05,0.000120335038779285,4.94616226758282e-05,2.49075701346246e-05,5.52426856397226e-05,4.90055311075377e-05,8.23127740137153e-05,0.000181567900935375,0.000342152893591852,2.38257647955376e-05,8.12019933438268e-05,0.000156098033048169,4.14237595456335e-05,2.64637490616781e-05,1.41151174140042e-05,2.72006954880055e-05,5.04095581745911e-05,0.000127912526297846,8.73674677679404e-05,3.00601453029348e-05,1.53819394126398e-05,2.94066185491104e-06,0.000172391491599866,3.18266026078096e-05,1.76430632174984e-05,6.17491091547961e-05,8.23280368034141e-05,4.0773771432745e-05,4.70509079075754e-06,0.000102712986162601,0.000110897529183918,0.000104947943597722,3.23455424739993e-05,0.000109214745523722,5.14600206951155e-05,1.47031363300076e-05,1.51233279424012e-05,1.52909895871911e-05,3.36072690054756e-05,3.65948424547735e-05,9.49383884034649e-05,2.98588499110242e-05,2.54848819614129e-05,3.58752853757416e-05,0.000230306728417951,1.17626301259222e-05,3.17573575681074e-05,7.99819730594731e-05,3.92090745493512e-06,2.94067914996532e-06,3.05818948238556e-05,8.23379888870157e-06,1.5291280119234e-05,2.98577112554099e-05,0.000127033157158785,0.000101932127608784,2.23489356727669e-05,0.00130614635940707,6.84335138814163e-05,9.50694989929612e-05,0.000202257481721313,7.15537928466237e-05,8.23292116896024e-05,5.58650796402826e-05,0.000130557663456932,2.74459371170099e-05,0.000116417605289021,7.64565943383033e-05,0.000320729606536396,3.84952126986082e-05,2.35241534625175e-05,3.52876828453308e-05,0.000170532424558223,4.41100467263311e-06,5.88133235734922e-06,1.5683445341752e-05,2.85660345136218e-05,5.84020405225427e-05,0.000771443105414882,1.17626531856985e-05,5.02580188896928e-05,9.5,113,95,174.31,0.0325,5.9,3.728e+09
"SMI13-291",0.00149586752271214,6.63936231404261e-05,7.44224156477014e-05,1.22737316037291e-05,4.01664180567085e-05,2.34306393589456e-05,0.000194108542758809,1.84103457767648e-05,0.000110826510070217,0.000139586174276563,7.74633718840789e-05,8.43452443066717e-05,2.65523718772087e-05,0.000158607912328357,6.44563906304629e-05,4.09510668670787e-05,7.33226473874637e-05,2.34305310236049e-05,0.000148748244236163,0.000264111302096026,0.000284743854597425,2.33451693221198e-05,0.000127797356435977,0.000222982528943039,5.8859599338934e-05,4.29565124877573e-05,1.74060943975984e-05,3.09626236110194e-05,3.92115525189585e-05,0.000180730505400462,7.45898033396308e-05,5.50449235994233e-05,2.11139217949352e-05,4.18422962211729e-06,0.000237381038253659,3.89859098044454e-05,3.17984420297179e-05,5.48103763009511e-05,9.65796222793802e-05,4.50745445674805e-05,8.03376502189757e-06,0.000103976038518416,9.27645559785084e-05,0.000121520561168653,3.3473133938422e-05,0.000131007915772807,6.27629576814837e-05,1.50630262163443e-05,9.56399835616573e-06,2.14222500118932e-05,2.96476163690329e-05,2.82664518156395e-05,0.000146795389154519,3.39882368509681e-05,2.45469191759717e-05,3.04599520282167e-05,0.000283341117173208,1.19017410886713e-05,5.45568603997904e-05,9.43922421070553e-05,4.46319980196286e-06,1.17157850980654e-05,3.34731395301713e-05,1.13810845721041e-05,1.33894843696858e-05,4.99501825954596e-05,9.77412170259928e-05,7.80975496672554e-05,3.54817988084122e-05,0.00116556006139801,9.43249338354324e-05,0.000102078342337109,0.000263680360992335,0.000111013727917442,9.53900809168573e-05,5.52265871267554e-05,0.000166017418115949,3.57046771843894e-05,0.000150578265537549,8.03368569775031e-05,0.000322513152098747,3.71253623601131e-05,2.34306804085538e-05,6.02520320707178e-05,0.000196119454054733,1.17158467238809e-05,0,2.23160488088681e-06,3.53862539150818e-05,6.87880657614937e-05,0.000512940230845915,2.39892590090385e-05,6.51194302947466e-05,7.8,97,132,548.86,0.0174,8.5,1205800000
"SMI13-290",0.000663432392179253,4.73671728271619e-05,5.64960969797745e-05,1.33401995345839e-05,2.4339308655863e-05,1.15847354911214e-05,0.00010698681243726,2.10632363704111e-05,0.000100161726921844,0.000191895740116133,6.31871353085067e-05,9.60361693718159e-05,2.06399638902344e-05,0.000155211112878195,6.25054079774756e-05,2.03192712722178e-05,9.08024934300755e-05,4.07195095599722e-05,0.000102540129713447,0.00024611037205835,0.000226530839391392,1.57703491192596e-05,9.52583344919766e-05,0.000139363999428044,4.8720435855687e-05,2.98392620017296e-05,1.55868138638215e-05,3.71222104331714e-05,1.98597706912995e-05,0.000108995115090771,9.08603488041226e-05,4.91469080632356e-05,1.91189273421877e-05,5.26588340532541e-06,0.000188965268039132,2.62660630512279e-05,2.73803155224073e-05,3.81759638439227e-05,5.59645194815328e-05,3.0047684272505e-05,1.01103765270949e-05,0.000170697258587316,7.94343971259881e-05,6.61025341002208e-05,1.21115147238005e-05,0.000114932619662556,4.89719305178937e-05,5.26553394324392e-05,2.04614981218487e-05,8.42530430822386e-06,3.37009748914152e-05,3.1360876502351e-05,0.000107417912619923,4.27742300619371e-05,1.75528366035405e-05,2.69599568685219e-05,0.000203217675445844,6.08499097776161e-06,5.26518497481199e-05,0.000141113698012285,7.0211544580534e-06,1.1584812389609e-05,3.91771201140312e-05,1.0531650793455e-05,1.39018797056245e-05,5.37887076408339e-05,8.4249128860403e-05,6.17798000051017e-05,3.79126299525634e-05,0.000532543247777628,4.32741020779392e-05,5.2654479303138e-05,0.000237914710230713,7.54715198367784e-05,7.26642882513673e-05,3.37005021140424e-05,6.82428364899845e-05,1.89568734749734e-05,6.94990502050352e-05,2.31698832133809e-05,0.000222861235794625,7.12318641591381e-05,4.91441331695874e-05,1.6850761234366e-05,0.000128056501965013,5.79248258802956e-06,4.21271249195776e-06,7.02118403572705e-06,1.38417278758851e-05,5.01131637726804e-05,0.000913714637197138,2.07120221593637e-05,4.40414794173893e-05,9.8,445,95,382.5,0.0174,7.6,196360000
"SMI13-289",0.000778273100169313,5.54246469484099e-05,7.95200443479693e-05,1.81076560541449e-05,3.95667392512067e-05,1.76041123856052e-05,0.000102598510035579,2.94239570419741e-05,0.000128084352308377,0.000192205953994273,0.000114672369206703,0.000158709001244262,3.86199580644231e-05,0.000135570173245281,6.72181349445911e-05,3.55031464207567e-05,0.000113457204764522,2.41424829385828e-05,9.68912330738814e-05,0.000281914392528337,0.000304812969810442,2.66186691553205e-05,0.000133312224769533,0.00016292622056735,7.44408521944351e-05,4.17458062476062e-05,1.44858715342977e-05,3.84770649277666e-05,2.75922858430366e-05,0.000105620494579517,0.000118966150904676,4.89571916484355e-05,1.90359148419805e-05,4.52695006547543e-06,0.000199441131434108,3.62127781023958e-05,6.56273931796125e-05,5.01718779475357e-05,6.72507496979335e-05,3.17863152636821e-05,1.08646198628826e-05,0.000188261427613412,0.000123295000630241,8.26373015845316e-05,1.73532908434026e-05,0.000169843725068342,7.4689278022344e-05,3.77229726316042e-05,1.72454029927493e-05,1.32787485425112e-05,3.01788710594941e-05,2.61554559655153e-05,0.000118126201218427,3.80720659414191e-05,2.21312665922291e-05,3.16866948462113e-05,0.000218755219855593,6.03589749470501e-06,7.15154906378856e-05,0.00011648691290711,4.02395662568722e-06,2.18796318400827e-05,5.13031927391605e-05,1.87109774185679e-05,1.20718128009401e-05,9.93405382287982e-05,0.00011226316733115,9.85727092461808e-05,4.04397289950342e-05,0.000609254681901206,4.3895864882737e-05,6.83994664141263e-05,0.000203643431448519,8.24835926511724e-05,7.69503832300789e-05,4.30029096547546e-05,9.77769212848756e-05,1.81075953360477e-05,9.11206058098468e-05,3.31976118055355e-05,0.000274861630885637,5.43224018902944e-05,3.52081703995921e-05,2.1125602270633e-05,0.000203970424206723,6.03592734860214e-06,1.50898411410694e-06,0,2.75925044226355e-05,5.05739421818863e-05,0.000607149571671295,2.86699521185874e-05,5.26761969164014e-05,13.7,55,100,248.96,0.025,9.4,82020000
"SMI13-288",0.00115011115780339,5.13712139262879e-05,7.70431441372565e-05,4.54824551443522e-06,4.01740739217615e-05,9.66481179243139e-06,0.000145294814037245,3.49619375752397e-05,0.000125066048376699,0.000130565824949969,0.000111098353599237,0.0001261822625922,3.47882197133664e-05,0.000153758113181413,6.31892513924814e-05,3.29054505900928e-05,0.000127405311550532,2.72879139850968e-05,9.06662467170527e-05,0.000282315611678907,0.000310215431740479,2.90362496537799e-05,0.000124383856076271,0.000175768547192146,6.71069486393172e-05,5.51408468822956e-05,1.22799194088863e-05,2.98469792210376e-05,3.31366603913974e-05,0.000136432316669932,9.45201878634894e-05,5.53357523136455e-05,1.52188112305662e-05,0,0.000186497125723939,3.4108886832751e-05,5.6274459679706e-05,5.20186861352467e-05,4.77517226147306e-05,3.5473869658853e-05,8.18674511493533e-06,0.000225032169157036,0.000114020099595713,7.71395375600559e-05,3.24058512601866e-05,0.000147148628044214,9.89197116714191e-05,2.72884801935103e-05,1.16954571198757e-05,2.45592962033747e-05,2.72889123611453e-05,2.57731372756975e-05,0.000119872548490774,3.77848098664924e-05,1.5918786898883e-05,2.93342621593418e-05,0.000248381312605517,5.30627551564855e-06,8.18501696080443e-05,0.000122796346971654,5.68528297439919e-06,1.53500915316407e-05,5.3212039554662e-05,7.50458128373488e-06,1.56913878373022e-05,9.49643797738542e-05,0.000160998101554455,9.20876962071659e-05,3.61579248442379e-05,0.000903885369831547,4.58945410710676e-05,7.3903936231412e-05,0.000215870023517306,0.00010687331606607,9.89114286007453e-05,3.58153348294366e-05,0.000115973281894055,2.04670117278649e-05,0.000110490501213922,3.41117870610308e-05,0.000281534565057306,5.4578005481476e-05,3.410973932505e-05,4.43448914950739e-05,0.000130298503402848,4.26398247266313e-06,0,0,3.70349387337487e-05,4.35196036534524e-05,0.000591904437717616,2.95627942950016e-05,4.89948881816638e-05,12,80,232,166.49,0.0158,8,530400000
"SMI13-287",0.00098010105680002,5.33616578088925e-05,8.26508592011166e-05,1.87859116207445e-05,3.00563243755825e-05,9.39285052869998e-06,9.91803363297183e-05,4.13253839091077e-05,0.00015444392715791,0.000225301892230911,0.000121286884248839,0.000111198110391397,4.75742210606089e-05,0.000116176055884765,7.98822289200807e-05,2.12164064143927e-05,7.82000461228005e-05,3.50648419007449e-05,0.000141355023108414,0.000329129713849241,0.000363934370514629,2.25422711634948e-05,8.83657718719899e-05,0.000151622967393239,9.55501742549991e-05,4.13273268842218e-05,3.75719926370977e-06,5.16570604913724e-05,2.68367374569589e-05,0.000118341907234587,0.00015131145133318,4.34157997388773e-05,1.79185021655925e-05,6.57503174750218e-06,0.000270924676089912,6.27594885473926e-05,8.92075144824922e-05,6.01125903993971e-05,0.000130947109923563,3.90702398720411e-05,1.20230173163982e-05,0.000154255990117091,9.33834897045571e-05,7.5137178470408e-05,2.06646238307684e-05,0.000193180425294148,6.29314927942382e-05,4.13268939400968e-05,1.50288123814679e-05,2.02881584046022e-05,4.40111910182672e-05,3.50670093087757e-05,9.66113609690566e-05,3.23687491583513e-05,2.75519291661475e-05,3.64429335619754e-05,0.00023852411125258,2.00381225370361e-05,7.02465059450041e-05,0.000114210172682094,6.2620160261595e-06,3.00559017252233e-05,6.83775708989476e-05,6.76293721779686e-06,1.12715667355268e-05,5.02832804598619e-05,0.00013224623516761,8.01413130395723e-05,3.53165715243353e-05,0.000774833331300462,4.0986415124955e-05,6.44921571830714e-05,0.000208831012010524,7.76445745442889e-05,6.38679893643079e-05,5.35372101739817e-05,8.71640667821083e-05,2.25429254996357e-05,7.81354989911609e-05,4.13294488208482e-05,0.000252718859804713,5.60156058575512e-05,4.3830682333823e-05,2.25430854750019e-05,0.000260643224705426,3.75721620349267e-06,1.87860633715786e-06,2.50480923380536e-06,3.54242338591604e-05,5.72616332392695e-05,0.000607527877491076,3.00570991205173e-05,4.57686533770207e-05,10.3,249,105,395.23,0.0213,8.3,160980000
"SMI13-286",0.000634285891766506,5.07894288150901e-05,6.70469649928229e-05,7.91632633112549e-06,3.48300267052348e-05,1.10826518235907e-05,0.000123476168503389,2.37484338156957e-05,8.44367359493781e-05,0.00013295253444312,6.78508708775727e-05,9.11845980149373e-05,4.71626360889488e-05,0.000168061590077206,5.36814388474305e-05,2.6820962088614e-05,0.00010589751765977,2.05818539007474e-05,5.81018741083739e-05,0.000279755281964444,0.000253322766068376,2.53310498028458e-05,0.000122089720163698,0.000137285458744918,5.20158928707382e-05,3.87891043962529e-05,1.51988839462991e-05,2.67170911532055e-05,3.39261618531594e-05,0.000122299640118895,0.000128889449790837,4.22196272678033e-05,1.46146039508022e-05,4.74981535103502e-06,0.000165268072386926,1.89984944178878e-05,4.51181565606085e-05,2.84982999216865e-05,9.36316098538725e-05,3.48283948956585e-05,1.13994142623142e-05,0.000206371547545325,9.36333758045915e-05,9.06018647255369e-05,2.96861069499776e-05,0.000115346121487558,7.83674615438823e-05,1.89987650889289e-05,2.1713006990165e-05,1.70989986769676e-05,3.66397610422897e-05,2.8498548696021e-05,0.000118737005931013,4.74969127646219e-05,2.37486105207907e-05,3.56221302297843e-05,0.000218441100717337,7.38857129789494e-06,5.84165961703409e-05,0.000124438713790198,0,1.18743325188131e-05,4.27469214996368e-05,9.49959009366452e-06,1.70991881716098e-05,6.94124762607995e-05,7.78953809228433e-05,6.64897683981813e-05,3.32482427247704e-05,0.000493216192548607,5.09500503729221e-05,7.59873552984569e-05,0.00022079608270964,8.94477494022272e-05,8.07394172204212e-05,2.96852948393767e-05,0.000114936642577668,2.84979972626775e-05,8.16843233997222e-05,1.89992614045842e-05,0.000258177258653181,5.87239740805767e-05,4.43286373379426e-05,2.37488511527495e-05,0.000133930988431397,4.74980407072501e-06,0,9.49956302065402e-06,2.57841193698205e-05,3.60315981702275e-05,0.000757455428408216,2.05821772445436e-05,6.9949118937096e-05,10.3,113,119,358.31,0.0139,7.8,237600000
