"dpi","ID","Fosforo","Ferro","Calcemia","Magnesio","Albumina","Proteine.Totali","Glucosio","Azotemia.BUN.","Fosfatasi.Alcalina.ALP.","Creatina.Chinasi..CK.","LDH","GPT.ALT.","Gamma.GT","GOT.AST.","Trigliceridi","Colesterolo","Conteggio.Globuli.Bianchi..WBC.","Conteggio.Globuli.Rossi..RBC.","Emoglobina..HGB.","Ematocrito..HCT.","Volume.Globulare.Medio..MCV.","Conteggio.Piastrine..PLT.","Volume.Medio.Piastrine..MPV.","Neutrofili","Linfociti","Monociti","Eosinofili","Basofili","Bilirubina.totale","Amilasi","Acido.Urico","IFN_y","IL.1alpha","IL.1_beta","IL.4","IL.6","IL.10","IL.17_A","MIP.1_alpha","IL.36_AK","IP.10","MCP.1","MIP.1beta","TNF.alpha","VEGF.A","rectal..temperature","number.of.follicles.mean.per.prescapular.ln","percentpositivenucleiFOXP3cortexnofollicles","percentpositivenucleiFOXP3wholefollicle","percentpositivenucleiFOXP3wholelymphnode","percentpositivenucleiFOXP3medulla","percentpositivenucleiFOXP3folliclecentres","average_Linear_regression_fit_based_on_Blank_corrected_in_ng_ml_450","milk_BTV_ELISA","CD3_lymph_node","Pax.5_lymph_node","CD3_Follicles","Pax.5_Follicles","seg10BTVPCRcopiesper1ml_new","tongue_pos_cells","lung_pos_cells","infected_skin_superficial_dermis_pos_cells","infected_skin_deep_dermis_pos_cells","non.infected_skin_superficial_dermis_pos_cells","non.infected_skin_deep_dermis_pos_cells","spleen_pos_cells","lymph_nodes_cortex_pos_cells"
"7","SMC-56","7","166","11.9","2.54","3.9","7.3","67","15","94","72","886","15","66.2","100","12","99",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.1","13","0.1","1.36","5.54","0","84.03","0","70.53","1.46","299.87","27.21","667.56","103.18","22.19","735.11","213.6","39.3","76","9.14","4.5665","7.74","6.67","1.8555","0","0","0.816","0.211","26.541","25.97","0","0.00763519","0.0109540625","0.005398833333333","0.006214755","0.008514706666667",NA,"0.00243911","0.004439235"
"7","SMC-55","5.9","159","12","3.43","4.2","8","64","33","139","129","1138","22","87.2","145","14","96",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","179","0.1","1.33","21.03","0","100.5","164.92","118.96","4.18","409.54","73.93","526.15","247.77","47.22","2920.27","174.42","39.2","51","9.97","5.4555","5.02","2.325","2.075","0.245","0","2.748","0.491","38.582","38.88","0","0.0250771","0.021605475",NA,NA,"0.00684804","0.0295297","0.0202152","0.003069926666667"
"7","SMC-54","6.2","164","11","2.47","3.7","7.2","189","25","115","146","939","20","73.4","105","24","89",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","23","0.1","1.56","6.08","0","157.12","107.79","56.95","0","334.32","34.03","417.66","91.86","0","539.41","116.26","39.2","55.5","12.11","4.7845","11.235","9.93","2.347","0","0",NA,"0.247",NA,"34.12","0","0.0582777","0.02122818","0.027789966666667","0.0310394","0.005486463333333","0.00729815","0.0143116","0.011342976666667"
"7","SMC-53","4.5","85","6.5","1.77","2","5.3","112","13","64","59","654","13","50.7","113","14","67",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","20","0.1","6.42","49.87","17.7","142.28","458.11","292.78","9.29","770","95.97","3262.48","353.3","0","4944.33","136.58","38.8","55.5","5.69","4.271","2.905","1.95","1.979","0","0","0.718","0.628","35.8","37.49","0","0.0145556","0.0109149","0.011150386666667","0.0277826","0.013389576666667","0.012816906666667","0.00306344","0.020355556666667"
"7","SMC-52","5","136","10.4","2.13","3.8","8.2","90","21","100","124","890","23","61.4","119","14","112",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","10","0.1","1.26","8.72","0","159.31","56.3","68.08","0","413","41.55","871.19","151.02","0","858.87","169.42","38.5","41.33","5.4","4.586","3.625","1.93","1.7475","0","0","1.384","0.426","28.017","35.77","0","0.0348836","0.00990543","0.0104","0.0467","0.006273735","0","0.153653","0.008145133333333"
"7","SMC-51","5.1","254","12.1","2.77","4.2","7.9","60","22","159","91","1389","16","89.7","128","15","117",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","24","0.1","1.36","14.39","0","0","46.85","97.05","0","488.92","58.28","466.51","189.35","0","1397.62","144.26","39","68","9.96","7.6105","5.67","3.06","2.348","0","0","1.262","1.39","17.027","24.36","0","0.0457907","0.0161804575","0.024365233333333","0.0369103","0.016286845","0.04757655","0.0180425","0.003746843333333"
"7","SMC-50","6.8","153","9.3","2.92","3.8","7.4","100","21","81","106","1135","17","79.4","174","13","97",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.1","22","0.1","2.5","11.23","0","186.07","18.95","92.17","0","417.29","46.1","440.55","161.31","0","1080.21","152.65","39.8","52.5","8.74","4.781","9.085","9.975","1.406","0.781","0","0.806","0.164","15.511","25.58","0","0.0368255","0.0161411175","0.002954535333333","0.005242569","0.002219454","0.00759956","0.0226596","0.00209666"
"7","SMI13-291","7.5","101","7.8","4.01","3.6","8.5","100","27","87","97","933","17","67.7","132","33","96",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.1","15","0.1","16.38","8.17","0","220.66","548.86","279.89","0","308.21","43.35","2958.52","536.67","1.86","1059.11","135.67","41","69.5","2.73","1.701","2.105","1.59","1.1825","12.624","0","1.807","0.697","19.246","21.26","1205800000","0.024913","0.0174","0.008817526666667","0.0196696","0.005234676666667","0.003712413333333","0.0144862","0.001731696666667"
"7","SMI13-290","10.4","147","9.8","3.84","3.6","7.6","112","20","58","445","963","17","73.3","95","17","59",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","36","0.1","9.18","28.29","0","141.29","382.5","248.5","2.91","258.67","55.16","1897.31","447.42","0","342.74","122.07","41","59","6.2","3.0845","5.36","4.94","1.869","0","0","0.548","0.191","20.027","27.02","196360000","0.0271739","0.0174","0.009996226666667","0.021462866666667","0.020592233333333","0.032671666666667","0.0215411","0.00258136"
"7","SMI13-289","6.6","150","13.7","3.63","4.7","9.4","103","18","117","55","871","14","119.6","100","18","68",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.1","27","0.1","19.33","66.41","14.82","78.63","248.96","400.89","0","838.59","133.76","1712.03","549.97","10.59","7479.75","225","40.6","75","3.77","3.736","5.85","2.01","2.7045","0","0","0.548","0.141","12.161","17.13","82020000","0.0241458","0.025","0.015395133333333","0.021640633333333","0.0083000525","0.006682555","0.0616321","0.01138208"
"7","SMI13-288","6.1","188","12","3.32","3.8","8","94","30","70","80","2009","17","104.3","232","26","82",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.2","9","0.1","8.66","49.96","178.13","483.21","166.49","463.93","50.27","863.97","114.02","8500","1107.32","63.15","5848.75","514.53","40.8","35.5","5.61","2.836","2.835","1.915","1.8245","0.3455","0","0.632","0.413","25.349","30","530400000","0.0233646","0.0158","0.024518816666667","0.0267523","0.008006373333333","0.007558166666667","0.00192123","0.004183165"
"7","SMI13-287","8.5","81","10.3","3.21","4","8.3","103","33","120","249","812","15","85.2","105","12","70",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.2","10","0.1","16.32","5.4","0","150.7","395.23","137.21","4","282.38","34.86","2150.23","317.01","0","1597.69","195.81","40.8","39.5","7.07","4.371","4.835","3.52","1.599","0","0","0.604","0.075","21.748","20.37","160980000","0.0608241","0.0213","0.031739866666667","0.015895413333333","0.00765285","0.004781226666667","0.0151518","0.003684055"
"7","SMI13-286","7.3","93","10.3","2.99","4","7.8","113","22","92","113","932","18","83","119","23","84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.3","14","0.1","29.84","31.67","0","117.78","358.31","361.14","4.36","598.34","81.33","4203.33","664.54","0","3325.06","256.83","40.6","42.5","2.57","2.4825","1.76","1.05","1.4015","0","0","1.036","0.355","21.908","29.07","237600000","0.0265106","0.0139","0.008489233333333","0.02573603","0.015504796666667","0.01007135","0.0308447","0.0011824115"
"7","SMI13-285","4.1","102","9.6","2.23","3.2","6.5","82","21","53","1820","1222","19","62.3","183","27","77",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.2","8","0.1","21.25","20.42","0","49.2","788.52","227.23","2.18","556.57","69.35","1510.75","775.62","4.04","2343.32","164.82","41.6","44","4.23","3.588","3.475","2.9","2.5235","0","1","0.634","0.165","34.406","39.72","129680000","0.020988","0.012","0.009246086666667","0.009428516666667","0.008574893333333","0.00955966","0.0475413","0.003318105"
"7","SMI6-136","6.5","96","8.9","1.81","2.6","5.5","58","20","88","422","878","14","73.5","86","42","49",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.1","7","0.1","3.7","12.48","0","70.76","759.7","366.46","1.46","385.46","109.88","1756.97","634.42","7.25","1641.58","176.68","41.2","43","2.71","3.252","2.055","1.585","0.8885","0","0","0.578","0.173","19.136","27.21","1.608e+09","0.134625","0.0943","0.102726333333333","0.206199","0.039374","0.0593501","0.0247738","0.005402065"
"7","SMI6-135","5","168","9","1.56","2.6","5.6","90","19","75","96","835","13","43.6","67","29","92",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.1","4","0.1","5.12","40.1","12.18","133.1","348.3","586.54","2","561.1","159.68","3385.4","771.75","11.69","4472.15","326.09","41.3","81","2.96","2.7095","2.32","1.635","2.7095","0","0","0.41","0.233","13.464","25.75","4.048e+09","0.106127","0.082","0.026560833333333","0.052643666666667","0.0873",NA,"0.00768699","0.00872241"
"7","SMI6-134","3.9","199","8.8","1.98","2.8","5.9","100","10","27","63","728","10","52","64","28","56",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.1","4","0.1","0.36","54.3","14.82","179.45","328.16","588.77","6.36","840.77","115.71","2145.39","812.56","36.63","5340.04","154.06","40.1","11","3.66","2.18181818181818","5.32","5.65","0.824545454545455","1.8775","0","0.61","0.114","16.4","30.24","474800000","0.0142649","0.101","0.0857828","0.2053715","0.015015683333333","0.009427615","0.113065","0.00906"
"7","SMI6-133","4","86","8.6","1.77","2.9","5.3","61","14","83","40","549","11","59.8","66","18","35",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.1","6","0.1","7.72","8.43","0","135.85","272.71","215.67","5.63","360.87","127.84","2386.25","287.23","3.73","704.78","101.1","40.9","36","3.55","3.266","2.63","1.76","1.755","1.8775","1","0.403","0.113","14.204","24.09","351600000","0.0356809","0.0917","0.02062574","0.037618266666667","0.02059488","0.077234033333333","0.162135","0.00383083"
"7","SMI6-132","5.1","134","8.1","1.86","2.9","5.7","117","18","34","171","750","14","61.8","104","30","41",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.2","7","0.1","7.44","7.13","0","244.77","430.36","365.06","6.18","333.13","63.02","1993.04","420.8","23.21","735.11","92.88","41","29","3.19","1.916","3.92","4.32","0.8495","0","0","0.54","0.113","18.446","23.63","1071400000","0.0396592","0.0624","0.025534366666667","0.081590166666667","0.007650423333333","0.03101444","0.0194495","0.003750205"
"7","SMI6-131","4.7","79","8.7","1.74","2.6","6.1","82","17","45","170","920","15","48.2","101","24","54",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.3","4","0.1","27.25","7.52","0","130.35","1382.54","291.53","4.72","366.61","65.64","6050.2","636.47","5.52","523.36","102.04","41.1","31","1.92","1.111","1.505","1.165","0.466","0","1","0.604","0.24","18.923","35.16","8.22e+08","0.0881123","0.0684","0.028391633333333","0.0621027","0.006868215","0.01093193","0.0262701","0.00400996"
"7","SMI6-130","10.3","145","8.7","3.1","3.1","6.2","56","18","61","131","814","14","68.2","74","11","68",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.3","13","0.1","25.69","80.21","88.14","155.36","242.99","385.79","5.27","1105.91","113.08","2145.07","569.09","7.81","7100.79","332.63","39.6","25","3.08","2.299","1.715","1.28","1.165","0.1545","1","0.512","0.101","13.737","17.98","36420000","0.0403425","0.182042825","0.057204966666667","0.042023466666667","0.03004685","0.06404525","0.0200381","0.00401076"
"7","SMI6-129","4.6","164","9.3","1.98","3","6.2","80","13","99","353","829","14","57","137","15","77",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.2","5","0.1","7.92","13.56","0","0","424.76","238.75","2.18","438.01","49.88","929.27","537.1","19.88","1936.05","137.25","40.9","48","3.13","1.889","2.59","2.25","1.035","0","1","0.569","0.128","17.21","28.15","2.06e+09","0.0534156","0.1009205","0.012326213333333","0.085296033333333","0.041980366666667","0.183451066666667","0.0419557","0.00349751"
"7","SMI6-128","3.8","147","9.5","2.08","3","5.9","66","21","38","113","942","12","51.3","95","23","106",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.2","9","0.1","10.21","96.05","0","74.72","174.31","782.58","1.09","1118.83","245.8","8500","1208.97","1.86","9374.37","282.25","40.1","89.5","2.77","2.2835","2.495","2.34","1.2145","0.1805","0","0.492","0.17","9.215","12.34","3.728e+09","0.0434943","0.0325","0.030061333333333","0.039268566666667","0.009943125","0.0169782","0.00451422","0.00724395"
"7","SMI6-127","6.1","160","8.8","2.16","2.8","5.9","115","19","47","86","946","11","101.6","126","33","57",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.1","9","0.1","15","37.6","0","65.13","257.9","462.26","0","767.74","98.08","3992.85","642.19","3.12","4115.02","190.53","39.8","14.5","3.1","3.146","2.915","2.805","1.306","0","0","1.059","0.241","20.989","26.2","1546600000","0.0819249","0.0405","0.01687079","0.0565993","0.014104003333333","0.021804766666667","0.025853","0.00152"
"7","SMI8-293","10.6","105","8","3.34","3.9","7.7","68","24","76","111","832","11","59.7","83","15","139",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.4","15","0.1","1.79","203.54","32.61","26.03","203.65","1356.56","2.73","1927","329.1","8500","1613.21","23.98","20496.19","346.71","40.8","31.5","4.08","2.4555","2.98","2.345","2.07190476190476","0","0","1.026","0.195","12.578","39.92","124340000","0.0191345","0.0254304","0.00808751","0.02394805","0.011894533333333","0.005674573333333","0.00692653","0.003018825"
"7","SMI8-292","6.8","103","12.5","3.45","4.6","9.8","60","26","107","136","962","18","77.6","146","9","134",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.3","14","0.1","5.12","35.93","0","93.84","178.98","316.13","2.36","701.68","78.87","2133.89","380.83","39.06","3173.05","115.98","40.6","41","7.74","3.715","6.23","5.845","1.5595","0","0","0.387","0.106","16.52","21.15","81420000","0.012395","0.010646645","0.0299773","0.024867633333333","0.00242333","0.0084047","0.0117745","0.00640249"
"7","SMI8-298","5.3","123","10.1","2.4","3.2","7","49","16","112","154","814","16","51.2","95","14","83",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.1","9","0.1","4.59","12.35","0","80.95","0","167.39","4.72","341.83","57.01","1376.91","202.15","6.68","1845.16","319.94","39.4","58.5","6.49","3.937","5.31","4.69","2.1495","0","1","0.954","0.428","20.5","32.07","0","0.0422596","0.02794575","0.039248833333333","0.0355789","0.01274915","0","0.0449267","0.007319125"
"7","SMI8-297","4.4","137","10","2.34","3.4","6.8","81","18","32","88","928","17","71.6","106","6","108",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.2","10","0.1","0.57","28.72","0","182","0","324.59","2.91","628.92","61.7","851.63","358.65","14.91","3432.87","206.94","39.3","27","6.84","3.45266666666667","5.84","5.2","2.172","0","0","0.949","0.163","15.747","19.95","4712000","0.0919467","0.0300315","0.0619497","0.031405155","0.01307555","0.0237828","0.023218","0.003462725"
"7","SMI8-296","6.2","105","9.7","2","3.4","7.1","99","12","35","139","974","15","49","96","11","124",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.3","13","0.1","2.55","15.57","0","128.27","78.22","141.43","1.46","438.01","72.74","508.3","221.09","0","1678.99","233.26","39.1","76.5","5.54","4.1095","4.41","3.01","1.828","0","0","0.666","0.297","21.682","30","0","0.0128074","0.01923375","0.005773086666667","0.008910973333333","0.006936565",NA,"0.0279549","0.001426184"
"7","SMI8-295","6.7","41","9","2.44","3.2","7.1","93","19","91","171","931","12","51.3","78","14","79",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.2","15","0.1","0.57","20.48","0","0","548.86","237.6","2.55","736.48","355.81","530.14","237.88","0","1438.63","92.34","39.1","92","7.2","4.8525","5.21","3.87","1.828","2.901","1","0.747","0.246","35.186","38.98","0","0.00737939","0.016942225","0.0143383","0.015353233333333","0.00534536","0.005647773333333","0.017408","0.00270091"
"7","SMI8-294","6.8","152","8.7","2","3","7","27","18","81","123","788","21","60.1","124","16","93",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.2","12","0.1","1.09","11.97","64.58","83.26","101.96","79.24","0","257.01","82.6","749.43","168.03","0","1031.37","417.58","39.6","52","3.67","3.358","2.07","1.22","0.4045","0","0","1.011","0.22","19.851","35.72","0","0.021665","0.058401775","0.029301033333333",NA,"0.007121755","0.01709685","0.00631829","0.009507935"
"7","SLC-36","6.4","121","9.6","2.66","3.3","6.1","51","16","68","122","878","20","70.6","121","14","21","6.29","8.7","8.8","25.7","29.6","716","11.4","38.3","50","2.9","6.7","1.1","0.1","17","0.1","1.59","65.13","22.54","177.37","44.55","358.15","73.1","809.25","138.91","455.93","738.14","0","5546.36","240.26","39.2",NA,NA,NA,NA,NA,NA,"0","0","1.095",NA,"29.4",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA
"7","SLC-37","5.9","168","9.5","2.96","3.2","6.3","57","18","186","138","933","18","84.1","121","10","22","8.58","11.19","11.7","33.3","29.7","797","7","40.1","48.4","6.1","3.7","1","0.1","100","0.1","1.32","5.72","14.23","121.54","64.05","65.19","9.65","357.85","39.03","547.69","197.84","26.84","543.81","70.24","39.3",NA,NA,NA,NA,NA,NA,"0","0","0.358","0.104","10.82","19.33","0",NA,NA,NA,NA,NA,NA,NA,NA
"7","SLC-38","5.1","126","9.9","2.52","3.4","6.2","53","16","64","101","912","12","67.7","67","18","33","9.47","11.23","11.4","33.4","29.8","675","6.4","52.2","37.1","3.7","4.7","1","0.1","89","0.1","1","19.18","42.66","140.52","141.36","142.59","4.16","436.24","66.45","319.09","333.16","0","1422.13","199.22","39.8",NA,NA,NA,NA,NA,NA,"0","0","0.34","0.101","16.71","26.83","0",NA,NA,NA,NA,NA,NA,NA,NA
"7","SLC-39","4.2","105","9.6","2.48","3.4","5.8","51","19","113","114","1161","18","82.3","191","15","20","6.13","10.2","11.3","33.6","33","791","10.9","32.1","51.3","5.1","10","1.3","0.1","89","0.1","0.56","14.69","0","64.93","45.33","79.21","0","365.53","43.86","256.74","148.31","0","1072.51","165.72","39.7",NA,NA,NA,NA,NA,NA,"0","0","0.335","0.046","22.45","23.67","0",NA,NA,NA,NA,NA,NA,NA,NA
"7","SLC-40","6.6","84","8.8","2.73","3.4","6.3","47","21","107","103","1020","19","100.2","90","15","25","12.79","9.94","10.1","31.7","31.9","693","8.8","56.9","32.3","1.5","5.9","1.1","0.1","74","0.1","1.45","104.38","0","0","290.22","358.38","3.19","670.69","151.94","411.14","575.15","0","7664.68","216.47","39.4",NA,NA,NA,NA,NA,NA,"0","0","0.445","0.212","12.41","20.2","0",NA,NA,NA,NA,NA,NA,NA,NA
"7","SLC-41","3","114","10.1","2.73","3.5","6.2","44","16","101","106","931","17","89","106","15","23","11.52","9.9","10.4","31.2","31.5","999","14.1","45","46.1","2.2","4.3","1.2","0.1","23","0.1","2.82","36.75","50.52","165.02","138.13","288.33","14.26","540.94","115.08","377.37","556.09","16.99","3532.87","323.46","39",NA,NA,NA,NA,NA,NA,"0","0","0.806","0.196","19.19","28.38","0",NA,NA,NA,NA,NA,NA,NA,NA
"7","SLC-42","5.8","82","9.1","2.74","3.2","6.2","59","17","149","127","908","17","67.1","107","12","24","9.37","9.76","10.6","31.7","32.5","772","7.3","35.3","53","1.6","7.2","1","0.1","360","0.1","1.94","26.72","15.11","90.71","94.08","139.85","3.81","405.45","95.09","344.24","262.81","0","1961.19","169.12","39.2",NA,NA,NA,NA,NA,NA,"0","0","0.649","0.174","18.4","25.18","0",NA,NA,NA,NA,NA,NA,NA,NA
"7","SLI13-29","4.1","99","8.8","2.02","2.8","5.4","62","23","67","155","896","13","62.8","114","20","28","7.03","10.77","11.6","35.1","32.6","300","13.2","39.6","50.4","5.1","1.4","2","0.1","41","0.1","12.83","19.68","27.14","63.53","168.06","152.52","0","379.03","100.34","8500","754.5","0","882.11","90.83","40.7",NA,NA,NA,NA,NA,NA,"0.6275","0",NA,NA,NA,NA,"4.552e+09",NA,NA,NA,NA,NA,NA,NA,NA
"7","SLI13-30","4.3","72","8.5","1.84","2.8","5.4","41","26","80","913","1272","24","59.5","171","31","30","9.03","9.14","9.7","28.7","31.4","293","20.1","74.5","20.8","1.7","1.2","0.6","0.1","18","0.1","40.62","13.49","0","87.21","496.57","160.14","0","420.32","104.6","8500","976.43","36.06","1393.43","134.84","41.3",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,"3.18e+09",NA,NA,NA,NA,NA,NA,NA,NA
"7","SLI13-31","5.2","96","8.1","1.97","3.1","5.3","80","18","48","659","1248","26","71","201","38","39","6.15","10.2","10.8","32.5","31.8","307","22.8","52.2","34.4","7","4.1","0.7","0","6","0","9.76","6.33","0","0","226.8","107.64","0","594.63","61.75","1375.12","1027.74","14.37","911.15","100.68","41.1",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,"4.578e+09",NA,NA,NA,NA,NA,NA,NA,NA
"7","SLI13-32","4.8","39","8.4","2.02","2.9","5.3","69","19","68","111","919","11","79.4","106","24","34","9.21","8.55","9.3","27.8","32.5","485","9.3","47.6","38.6","7.7","3.3","1.5","0.1","11","0.1","11.08","30.25","0","0","166.44","285.7","0","505.02","140.79","8500","683.97","0","2347.25","201.16","40.9",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,"1583600000",NA,NA,NA,NA,NA,NA,NA,NA
"7","SLI13-33","5.7","51","6.8","1.89","2.1","4","92","26","62","2744","1171","27","61.3","172","32","25","2.35","9.72","9.6","27.4","28.1","49","21.7","32.2","59.4","4.4","0.8","1.5","0.2","4","0.1","13.64","16.98","0","0","933.22","278.27","0","375.73","51.94","1557.5","511.38","0","1602.25","115.23","41.5",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,"6.506e+09",NA,NA,NA,NA,NA,NA,NA,NA
"7","SLI13-34","5.5","70","8.7","1.9","2.8","5.8","73","23","193","585","1296","16","64.5","121","42","35","7.48","9.54","10.3","30.8","32.3","155","24.9","40.1","50.6","3.1","2.6","1.4","0.1","16","0.1","5.03","56.82","0","91.87","62.48","529.59","0","641.4","97.83","8500","1105.27","0","5797.76","125.47","41.1",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,"2.72e+09",NA,NA,NA,NA,NA,NA,NA,NA
"7","SLI13-35","6.7","58","7.9","1.83","2.9","5.7","74","26","61","541","1022","15","57.5","176","26","27","7.02","8.02","8.9","26.1","32.6","364","23.5","42.7","43.8","7.6","3","0.7","0","17","0","16.47","4.43","0","0","145.39","207.57","0","317.96","65.45","1756.86","570.8","0","446.75","81.94","42",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,"1977400000",NA,NA,NA,NA,NA,NA,NA,NA
"7","SLI6-22","5.3","93","8.5","1.99","3","4.8","74","29","133","1559","1087","13","75.7","132","24","35","4.88","8.99","9.9","29.3","32.6","659","26.2","62.5","29.5","3.3","1.1","0.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"40.4","91","1.55","1.3","1.47","0.63","0.83",NA,"0","0.807","0.257","20.57","31.85","3.27e+10","0.0870278","0.27214915","0.0214902","0.0382556","0.01126949","0.02120102","0.0383249","0.00943245"
"7","SLI6-23","6.3","78","7.1","2.05","2.5","4.5","92","29","135","6983","2478","39","73","229","29","46","4.78","10.6","12","33.7","31.7","100","20.4","67.1","25.3","1.9","2.1","1.1","0.2","12","0.1","13.78","20.72","0","106.2","684.73","354.83","0","407.41","147.65","8500","1072.98","0","1454.92","99.75","41.1","23.33","2.5","3.05","1.61","0.85","0.84","0","0","0.863","0.112","30.36","51.27","5.67e+10","0.10282","0.05942925","0.01357379","0.026069","0.00904421","0.00977639","0.0296137","0.00465898"
"7","SLI6-24","5.8","122","8","2.16","2.5","5.3","64","27","78","703","1088","31","64.7","275","21","24","7.15","8.07","9","27.4","34","219","28.5","53.9","40.8","3","0.7","0.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9.67","2.71","3.57","1.62","0.79","1.51",NA,"0","0.733","0.143","33.5","38.41","2.38e+10","0.222271","0.7165355","0.0398317","0.1426005","0.02101815","0.03455405","0.039127","0.019447866666667"
"7","SLI6-25","4.5","49","8.7","1.98","2.9","4.6","63","23","47","4667","1816","51","93.8","374","52","31","6.23","11","11.2","31.8","28.9","350","23.8","72.4","22.3","2","0.7","1","0.1","5","0","18.05","32.32","16.83","61.41","1018.62","363.92","0","534.72","158.86","8500","1275.32","15.26","1965.26","219.89","41.4","6.5","3.96","4.65","2.59","1.85","1.71","0","0","0.934","0.13","23.97","29.85","1.04e+10","0.241455","0.18955975","0.030183866666667","0.027668933333333","0.011088026666667","0.010376306666667","0.0652936","0.00482"
"7","SLI6-26","5.7","49","7","1.76","2.3","4","62","36","53","10794","2457","62","55.1","480","55","36","6.12","11.13","11.8","34.3","30.8","26","17.3","71.4","19.8","4.7","1.3","0.8","0.3","6","0.1","36.89","8.72","0","62.83","2993.17","283.51","0","354.83","248.38","8500","1041.5","0","1018.8","119.08","41","9.5","5.62","4.74","3.7","3","3.28","0","0","0.325","0.056","20.15","35.34","1.08e+10","0.0599523","0.079019775","0.0173982","0.045696833333333","0.009862723333333","0.032051853333333","0.0243815","0.004098995"
"7","SLI6-27","4.7","50","8.3","2.1","2.7","4.9","60","30","78","657","966","14","76.7","127","29","36","5.66","8.15","9.4","27.5","33.8","574","14.2","50.2","40.7","6","0.5","1.5","0.1","5","0","19.61","13.09","0","187.73","473.84","215.32","0","414.18","107.72","8500","965.96","32.75","1187.96","179.72","40.7","22","3.57","4.2","2","0.67","0.62","0","0","0.42","0.124","18.61","23.6","4.77e+09","0.144365","0.131113425","0.030987666666667","0.040652233333333","0.00737228","0.01047284","0.0261358","0.009403963333333"
"7","SLI6-28","7.1","119","8.1","2.04","3.2","5.7","72","33","48","434","1010","17","56.2","136","25","31","4.89","10.4","10.1","29","27.9","143","12.3","51.4","31.7","8.3","2.1","1.1","0.1","10","0.1","13.95","51.42","0","91.87","382.48","538.65","0","478.73","110.6","8500","1117.11","27.1","2545.94","149.3","41.7","5.33","3.55","6.68","1.94","1.21","2.63","0","0","0.531","0.127","19.82","27.21","4.17e+10","0.202754","0.13575975","0.078941166666667","0.0827941","0.01157725","0.00906402","0.0636526","0.00541331"
"8","SLC-36","9","147","8.8","2.37","3.2","6","48","18","78","123","945","19","68.3","116","13","21","5.55","8.36","8.4","24.9","29.8","716","12.7","37.3","48.2","5.4","7.7","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
