"dpi","ID","Fosforo","Ferro","Calcemia","Magnesio","Albumina","Proteine.Totali","Glucosio","Azotemia.BUN.","Fosfatasi.Alcalina.ALP.","Creatina.Chinasi..CK.","LDH","GPT.ALT.","Gamma.GT","GOT.AST.","Trigliceridi","Colesterolo","Conteggio.Globuli.Bianchi..WBC.","Conteggio.Globuli.Rossi..RBC.","Emoglobina..HGB.","Ematocrito..HCT.","Volume.Globulare.Medio..MCV.","Conteggio.Piastrine..PLT.","Volume.Medio.Piastrine..MPV.","Neutrofili","Linfociti","Monociti","Eosinofili","Basofili","Bilirubina.totale","Amilasi","Acido.Urico","IFN_y","IL.1alpha","IL.1_beta","IL.4","IL.6","IL.10","IL.17_A","MIP.1_alpha","IL.36_AK","IP.10","MCP.1","MIP.1beta","TNF.alpha","VEGF.A","rectal..temperature","number.of.follicles.mean.per.prescapular.ln","percentpositivenucleiFOXP3cortexnofollicles","percentpositivenucleiFOXP3wholefollicle","percentpositivenucleiFOXP3wholelymphnode","percentpositivenucleiFOXP3medulla","percentpositivenucleiFOXP3folliclecentres","average_Linear_regression_fit_based_on_Blank_corrected_in_ng_ml_450","milk_BTV_ELISA","CD3_lymph_node","Pax.5_lymph_node","CD3_Follicles","Pax.5_Follicles","seg10BTVPCRcopiesper1ml_new","tongue_pos_cells","lung_pos_cells","infected_skin_superficial_dermis_pos_cells","infected_skin_deep_dermis_pos_cells","non.infected_skin_superficial_dermis_pos_cells","non.infected_skin_deep_dermis_pos_cells","spleen_pos_cells","lymph_nodes_cortex_pos_cells"
"5","SLI13-34","5.4","101","8.6","2.57","2.9","6","55","22","198","120","962","15","58.7","97","18","39","5.39","9.83","10.6","31.9","32.5","247","12.9","40.2","51.4","2","3.2","0.5",NA,NA,NA,"1.39","45.9","0","82.58","15.83","416.98","0","620.96","80.9","1962.75","535.24","0","7030.01","190.89","38.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","SLI13-35","6.9","104","9.2","2.54","3.2","6.1","44","34","116","154","969","14","66","163","28","33","7.11","8.46","9.6","28.2","33.3","385","19.4","46.9","33.1","14.5","1.7","0.6",NA,NA,NA,"12.15","7.99","0","0","14.95","174.6","0","349.62","172.1","917.17","152.36","0","1061.69","75.53","38.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","SLI6-22","5.1","127","9.1","2.09","3.2","5.3","55","19","141","165","985","11","73.8","122","26","35","3.34","9.36","10.3","30.9","33","516","22.6","50.8","35.1","7.2","4.3","1.8",NA,NA,NA,"3.3","5.94","0","0","81.19","85.38","0","249.86","47.34","1758.35","210.48","0","476.05","73.86","39.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","SLI6-23","7.4","107","8.4","2.08","2.8","5.1","63","22","188","135","978","14","82.1","94","18","43","4.25","10.37","11.4","33.2","32.1","315","7.8","54.8","36.1","5.5","1.3","1.1",NA,NA,NA,"3.14","5.77","0","83.7","184.5","268.87","0","343.77","58.44","1604.35","399.72","0","628.73","189.02","39.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","SLI6-24","5.7","100","8.5","2.2","2.7","5.7","56","18","117","996","1471","33","70.1","303","23","27","8.56","7.99","9.2","27.2","34","236","17.9","49.3","40.1","8.1","1","0.3",NA,NA,NA,"1.77","15.06","0","0","42.2","340.92","3.36","358.24","56.38","1418.97","307.32","0","2128.41","385.38","40",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","SLI6-25","5.6","72","9.1","2.56","3.4","5.5","53","15","67","73","785","16","71","123","33","34","9.05","10.9","10.9","32.1","29.4","489","12.3","70.4","22.9","4.3","0.8","0.5",NA,NA,NA,"3.05","4.3","0","80.89","140.22","195.49","0","221.01","49.61","2382.1","334.2","0","260.99","170.77","40.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","SLI6-26","6.7","99","8.5","2.27","3.2","5.4","60","23","87","114","988","20","64.4","117","22","30","7.6","8.99","9.5","27.7","30.8","168","25.5","57.5","34.5","2.9","1.3","0.3",NA,NA,NA,"17.32","6.58","0","96.92","389.14","262.46","0.99","328.75","75.53","1440.99","293.04","0","785.57","129.31","40.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","SLI6-27","5.1","63","9.3","2.3","3.3","6.1","63","19","124","87","846","13","80.1","101","17","41","4.28","8.22","9.3","28.2","34.3","854","8.7","43.2","44.8","0.3","1.6","8",NA,NA,NA,"8.31","6.93","0","130.46","343.77","201.71","0.55","262.29","34.38","805.29","316.02","0","760.56","182.49","40.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","SLI6-28","5.9","124","8.7","2.25","3.2","5.6","56","20","78","102","894","13","55.1","93","24","31","5.93","9.68","9.4","27.2","28.1","411","8.2","57.8","28.6","6.6","2.1","0.4",NA,NA,NA,"6.22","25.42","0","0","30.21","297.92","0.55","388.42","45.4","1550.52","363.86","0","1627.92","88.74","40.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","SMC-56","9.3","259","17.6","3.96","5.4","11.2","46","26","123","117","1288","22","102.8","156","16","174",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"38.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","SMC-55","9.4","203","12.9","3.54","4.4","8.4","40","34","189","153","1250","23","94.8","149","29","109",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","SMC-54","6.6","138","9.7","2.68","3.4","6.4","32","26","139","127","932","18","70.9","94","18","81",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","SMC-53","7.6","193","12","2.95","3.3","9.2","57","24","207","108","1141","22","91.5","192","32","131",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"38.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","SMC-52","5.1","134","8.4","2.11","3.1","6.7","40","18","83","102","865","19","47.4","98","14","93",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"38.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","SMC-51","9.2","329","15.5","3.25","4.9","9.6","92","23","233","88","1902","21","106.3","173","34","147",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"38.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","SMC-50","7.3","198","11.2","3.78","4.1","8.2","58","23","98","132","1291","19","86.2","179","30","100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"38.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","SMI13-291","7.1","127","8.2","3.63","3.4","7.8","49","32","91","98","874","17","58.1","126","34","97",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"40.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","SMI13-290","9.1","140","8.4","3.85","3.4","7.3","73","18","63","75","912","13","76.2","78","19","60",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"41.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","SMI13-289","4","94","10.8","2.82","4.1","7.9","70","14","121","62","925","13","88.2","82","21","61",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","SMI13-288","4.7","153","9.2","3","3.2","6.6","64","22","110","54","2102","18","86.4","300","24","65",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"40.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","SMI13-287","6.3","83","8.2","2.46","3.1","6.4","46","20","108","67","600","11","55.2","72","16","54",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"40.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","SMI13-286","10.6","80","12.3","2.61","3.8","7.9","61","24","172","86","1017","17","87.2","98","30","87",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"41.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","SMI13-285","6.7","111","11.5","2.75","3.8","8","85","24","111","515","1188","16","76.1","128","34","91",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"42.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","SMI6-136","5.5","101","9.6","2.1","2.9","6","47","25","107","521","753","13","67.8","75","31","52",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"40.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","SMI6-135","3.8","164","9.7","2.19","2.8","6.2","49","20","86","104","833","14","42.9","68","20","110",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","SMI6-134","5.2","206","9.1","2.34","2.9","6","49","12","33","43","667","10","53.8","57","16","53",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","SMI6-133","3.2","122","10.1","2.23","3.4","6.6","51","19","124","37","610","11","69","74","26","42",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"40.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","SMI6-132","4.3","187","9.4","2.55","3.3","6.7","53","20","40","59","746","13","80.3","101","16","40",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"41",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","SMI6-131","4.9","105","9.2","1.82","3","6.5","53","22","93","71","824","14","55.5","83","21","60",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"41.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","SMI6-130","8.5","132","8.6","3.22","3.2","6.2","31","21","54","106","814","15","67.2","82","16","64",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","SMI6-129","5.2","221","10.5","2.14","3.4","7.2","41","11","156","101","846","16","64.9","123","20","94",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"40.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","SMI6-128","3.6","200","10.7","2.27","3.4","6.6","44","21","64","177","962","14","60.8","100","31","115",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","SMI6-127","6.4","216","10","2.33","3","6.4","47","20","66","81","924","13","101.3","140","37","59",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","SMI8-293","8.2","129","10.1","3.44","3.9","8.4","55","27","119","100","778","14","82.5","103","29","147",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"40.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","SMI8-292","9.4","157","13.2","3.5","4.6","9.5","47","23","238","161","1093","16","75.8","141","19","144",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"38.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","SMI8-298","5.6","90","8.8","2.32","3.1","6.6","41","25","82","151","968","14","48.4","92","21","84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"38.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","SMI8-297","5.9","123","10.2","2.27","3.2","6.4","52","19","46","84","881","14","69.3","98","17","106",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"38.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","SMI8-296","7","107","10.2","2.39","3.5","7.4","41","17","34","149","988","14","51.9","97","14","120",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"38.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","SMI8-295","5.7","110","9.4","2.45","3.2","7","29","20","100","106","973","11","53.7","71","14","85",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"38.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","SMI8-294","5.8","188","9.7","2.23","3.3","7.4","41","20","98","120","838","22","68.1","133","25","102",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"38.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","SLC-36",NA,NA,"9",NA,"3.3","6.4","46","18","77",NA,NA,"22","74.4","126","13","24","6.96","8.97","8.9","27","30.1","746","11.8","33.8","50","5.3","8.2","1.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","SLC-37",NA,NA,"9.2",NA,"3.3","6.5","50","16","232",NA,NA,"18","86.5","116","15","24","8.69","10.46","10.9","31.4","30","594","9.5","35.6","47.7","10.8","2.7","1.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","SLC-38",NA,NA,"10",NA,"3.6","6.6","37","18","91",NA,NA,"12","73.4","69","20","39","8.76","11.13","11.2","33.9","30.5","613","7.5","49","37","5.4","5.9","1.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","SLC-39",NA,NA,"10",NA,"3.4","6","44","19","125",NA,NA,"17","81.9","106","6","21","10.16","9.65","10.8","32.3","33.5","827","12.5","42.7","40.1","8.2","6.4","1.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","SLC-40",NA,NA,"8.2",NA,"3.4","6.6","38","21","116",NA,NA,"17","104.4","83","15","30","11.2","8.8","8.9","28","31.8","805","11.9","48","33.8","1.6","0.4","8.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","SLC-41",NA,NA,"9.5",NA,"3.5","6.3","40","25","125",NA,NA,"17","91.2","95","19","27","10.77","8.97","9.6","28.2","31.5","1149","16.3","38.7","46.3","8.7","3.7","1.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"38.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","SLC-42",NA,NA,"8.9",NA,"3.3","6.7","44","14","175",NA,NA,"18","70.5","100","13","27","11.22","9.32","9.9","30.6","32.8","735","8.3","43.9","42.3","2.3","7.6","1.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","SLI13-29","3.2","104","8.7","1.98","2.9","5.4","56","28","65","223","873","12","61.4","88","23","27","4.95","9.5","10.2","31","32.6","452","9.6","44.4","49.3","3.4","1.2","0.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"41.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","SLI13-30","4.7","79","8.5","1.73","2.9","5.3","44","24","93","746","959","15","61.8","97","28","27","5.72","8.15","8.6","25.4","31.1","514","16.7","78.6","17.1","1.8","1.6","0.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"42",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","SLI13-31","5.8","98","8.2","2.05","3.1","5.1","73","19","57","859","877","17","62.7","108","31","36","4.61","8.76","9.3","27.9","31.9","441","13.6","52.7","41.4","2.1","1.8","0.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"42",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","SLI13-32","4.3","49","8.7","2.24","3.1","5.6","67","20","68","68","805","12","82.9","75","19","32","6.75","7.54","8.2","24.4","32.3","718","9.6","57.5","31.5","7.1","3","0.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"41.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","SLI13-33","3","63","7.9","2","2.8","5.3","76","26","90","720","900","16","85.3","100","15","28","2.28","8.63","8.6","24.2","28","172","17.1","42.8","49.2","2.4","3.9","0.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"42",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","SLI13-34","7.1","75","8","1.96","2.7","5.6","68","26","186","165","994","14","56","94","26","31","4.68","8.38","8.9","26.9","32.2","379","11.5","45.2","48.9","1.2","3","0.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"41.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","SLI13-35","5.4","73","8.2","1.92","3","5.9","63","34","79","129","959","14","58.9","149","21","29","6.2","7.64","8.6","25.2","33.1","571","18.6","37.2","50.3","7.1","4.8","0.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"42",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","SLI6-23","7.1","100","7.9","1.99","2.6","4.4","85","28","186","999","1027","14","76.7","105","22","40","3.25","9.98","10.8","31.6","31.7","136","18.9","69.6","24.2","3.7","0.8","0.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"41.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","SLI6-25","4.3","84","8.7","2.35","3.2","5.1","62","19","57","648","794","15","68.1","118","33","31","5.62","11.31","11.2","33","29.2","431","18.5","66.4","27.8","4.5","0.7","0.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"41.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","SLI6-26","6.2","60","7.4","1.9","2.8","4.5","47","35","68","2449","1081","25","58.5","175","23","26","4.61","9.02","9.6","27.6","30.6","378","28.7","59.6","30.5","6.6","1.6","0.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"41.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","SLI6-27","6.1","55","8.7","2.08","3","5.2","59","28","107","137","844","11","73.5","94","26","31","5.03","6.77","9.1","23","34","731","10.9","54.6","37.5","4.8","1.9","0.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"41.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","SLI6-28","6.3","140","8.6","2.33","3.3","5.7","78","28","70","109","946","13","59.1","102","24","30","5.04","10.14","9.7","28.3","27.9","274","11.4","52.6","36.3","6.9","2.4","0.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"41.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","SLI6-22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"41.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","SLI6-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"40.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
